關鍵詞語,出現次數
c,28
真棒,28
緣,28
訓練,28
推文,28
一輩子,28
莫名,28
餐廳,28
免費,28
搭車,28
第一台,28
層次,28
一切正常,28
自來,28
帶點,28
查出,28
R50L5,28
洗眼,28
張感,28
相處,28
遇過,28
先點,28
PP,28
預訂,28
真超,28
往往,28
潰瘍,28
達到,28
花費,28
上眼,28
私心,28
頭,28
尷尬,28
詢過程,28
歐美,28
沒辦,28
開始點,28
正手,28
學童,28
眼底,28
再度,28
現術,28
幾間,28
故事,28
FSLASIK,28
交往,28
禁止,28
一瓶,28
洗完,28
明天,28
皮,28
手工,28
類,28
共,28
植入式,28
門診,28
經典,28
手術心,28
主任,28
貝爾,28
暖,28
大叔,28
保水,28
兒,28
少女,28
月光,28
DD,28
新竹市,28
你們,28
可見,28
作用,28
一到,28
感比較,28
新出,28
搜尋,28
看書,28
永和,27
飛秒,27
滿滿,27
自動,27
閃,27
075,27
邊,27
討厭,27
還選擇,27
看中,27
過得,27
這位,27
fPO,27
彰化,27
酷柏,27
沒記,27
新南大,27
人要,27
每週,27
大地,27
年代,27
點數,27
R75L75,27
回退,27
飛機,27
淡妝,27
莫,27
風,27
88,27
750,27
一部分,27
右邊,27
驚訝,27
板上,27
地圖,27
頻道,27
消息,27
堅持,27
瑞手術,27
850,27
毫米,27
魚油,27
主,27
明確,27
經常,27
玻,27
顯得,27
上午,27
標榜,27
沒去,27
89,27
拔,27
575,27
號,27
475,27
洗碗,27
這兩,27
銳利,27
種種,27
內障,27
手術過,27
數配,27
事前,27
實用,27
0000,27
Lindberg,27
既,27
時視力,27
診間,27
表現,27
隔壁,27
罵,27
po,27
亮,27
咨詢師,27
阿庭,27
杯,27
障礙,27
還什麼,27
丟,27
離家,27
網站,26
水上,26
當作,26
還戴,26
萌生,26
清潔液,26
趕,26
女子,26
名,26
清新,26
依舊,26
限定,26
診視力,26
價值,26
恨,26
豔,26
擁,26
金額,26
安慰,26
存,26
慶幸,26
看個,26
正視力,26
熱敷,26
好意思,26
許,26
籃球,26
睡個,26
數無,26
綺,26
還去,26
46,26
軍,26
專業度,26
聽過,26
預計,26
率,26
一早,26
下水,26
怎麼樣,26
顧,26
搞定,26
之處,26
閉著,26
夜晚,26
多種,26
優,26
唱,26
暗室,26
眨,26
起身,26
加價,26
重見,26
移工,26
眼鏡度數,26
空氣,26
保障,26
只用,26
關注,26
模擬,26
中國門號,26
007,26
初步,26
看鏡片,26
心態,26
付款,26
少人,26
噁,26
醫囑,25
原蟲,25
累積,25
諸多,25
佔,25
小屈,25
詳細明,25
外觀,25
太重,25
先用,25
這樣子,25
詢術,25
疊影,25
難免,25
白,25
配色,25
適時,25
看好,25
路線,25
特色,25
刻意,25
輪,25
爬山,25
點像,25
友好,25
一生,25
房,25
機車,25
流眼淚,25
乾乾,25
時段,25
人大,25
專門,25
深刻,25
慮,25
默默,25
透,25
防水,25
R00L5,25
必答,25
落,25
外貌,25
拆,25
拖,25
以確,25
熱心,25
尺寸,25
購物,25
抗生素,25
配鏡片,25
忽略,25
未知,25
全面,25
雙手,25
留,25
藥師,25
七天,25
R50L00,25
直視,25
超快,25
第二台,25
羨慕,25
新生,25
交給,25
外加,25
台幣,25
認證,25
作業,25
提,25
圈,25
第三次,25
效率,25
加重,25
改戴,25
形容,25
臭,25
主動,25
太過,25
還緊,25
淚水,25
這篇,25
假期,25
一罐,25
版本,25
器官,25
一筆,25
和平,25
上升,25
成本,25
刮傷,25
扶,25
途中,25
最多,25
東京,25
前置,25
保健,24
好市,24
中科,24
徹底,24
引進,24
佈,24
化妝,24
一旦,24
新北,24
放下,24
受損,24
工具,24
google,24
補助,24
多家,24
妞,24
程,24
兩邊,24
屈光,24
眼鏡然,24
行配,24
分類,24
一戴,24
D%,24
得以,24
下雨,24
許久,24
多小時,24
二次,24
天才,24
百度,24
睫毛,24
逛街,24
溫,24
嘆,24
露葳娜,24
遠視,24
車站,24
哪邊,24
慣用,24
婚禮,24
臉上,24
怪,24
翁,24
代工,24
區,24
壓迫,24
病房,24
詢師驗,24
成果,24
眼鏡過,24
聊到,24
假如,24
背景,24
唸,24
汗水,24
響,24
台大,24
停止,24
PTT,24
逃逸,24
視差,24
跑掉,24
測視力,24
跟上,24
佳,24
之窗,24
手指,24
尋求,24
價,24
身高,24
怕怕,24
男子,24
反射,24
停戴,24
字體,24
痠痛,24
香水,24
安撫,24
院方,24
試,24
妝容,24
歷程,24
壓,24
還用,24
蜜糖,24
掃,24
哈哈哈哈,24
除此之外,24
臉部,24
可逆,24
一方面,24
加油,24
58%,24
價差,24
R00L50,24
耐用,24
信林,24
血絲,24
微創,24
HOYA,24
jins,24
剛手術,24
觀看,23
進來,23
潛水,23
眼鏡長,23
口碑,23
星歐,23
虧,23
前點,23
好拔,23
年初,23
定,23
目標,23
現用,23
輕人,23
五,23
○,23
水中,23
月初,23
完當下,23
心地,23
持續點,23
還買,23
第款,23
眼線,23
眼中,23
RxxLoo5,23
撐開,23
59,23
一遍,23
LBV,23
自從,23
全球,23
攻擊,23
頂,23
這對,23
出差,23
還記,23
手術服,23
德國,23
摸,23
Nikon,23
主治,23
水洗,23
倫奧澈,23
頭痛,23
想過,23
報價,23
記錄,23
狀花紋,23
照著,23
容醫師,23
Rodenstock,23
廠,23
許多人,23
R5L00,23
時用,23
小學,23
術視力,23
疊,23
智銳,23
推眼鏡,23
彩,23
特性,23
幾款,23
過年,23
流暢,23
綠光,23
爆,23
學習,23
尾,23
取下,23
兩位,23
一致,23
機票,23
網購,23
下滑,23
55%,23
布朗,23
安全感,23
呈,23
凝膠,23
一下手,23
還給,23
回家路上,23
86,23
距,23
異,23
服用,23
聯名,23
品名,23
兩人,23
瞳色,23
許可證,23
入,23
多元,23
好感,23
高興,23
防曬,23
暫,23
身旁,23
水汪汪,23
還讓,23
互相,23
一萬,23
紅腫,23
過還,23
答案,23
聊,23
數深,23
彩隱,23
籤,23
紅色,22
預購,22
瞭解,22
各式,22
沒想,22
單身,22
立馬,22
那時候,22
面光,22
脫膜,22
隔日,22
感手術,22
程車,22
8000,22
第四天,22
再配,22
測,22
明年,22
新手,22
詢時間,22
項,22
好險,22
並非,22
陽光,22
捏,22
客戶,22
物理,22
還真,22
保證,22
竟,22
手術費,22
否要,22
偏向,22
並沒,22
段,22
實點,22
邊框,22
當場,22
重大,22
稍,22
數字,22
看法,22
詢及,22
前還,22
加分,22
倍,22
椅子,22
＊,22
分期,22
巧克力,22
擠,22
看東,22
沒出,22
否則,22
他命,22
點藥水,22
新鏡片,22
一趟,22
AQUAMAX,22
卡卡,22
床,22
大安,22
蝦,22
把手,22
穩,22
最舒服,22
輔助,22
回想,22
痕跡,22
濕潤,22
掀開,22
個禮,22
APP,22
這兩種,22
遠方,22
原則,22
立體,22
樣,22
歪,22
羅,22
敲定,22
超多,22
高級,22
奇妙,22
輸入,22
僅供,22
姐姐,22
血壓,22
醫學,22
色感,22
程序,22
瞳,22
或許,22
第一款,22
客服,22
橙,22
先來,22
當年,22
問要,22
詢前,22
008,22
前導波,22
現還,22
手術衣,22
材料,22
意,22
沒眼鏡,22
早期,22
例子,22
兩周,22
NG,22
莊院,22
道,22
人手,22
一整,22
模式,22
實話,22
系統,22
↓,22
藥署,22
台全,22
指令,22
要配,22
XX,22
設定,22
再點,22
優勢,22
跨,21
主因,21
前輩,21
尋找,21
沒帶,21
深瞳,21
敦化,21
快要,21
可思議,21
鑷子,21
皓,21
題,21
超商,21
廠商,21
人眼,21
行走,21
專業驗,21
出口,21
哪款,21
滿足,21
外框,21
防護,21
這真,21
飄,21
市,21
故,21
隨身,21
裝潢,21
平衡,21
爲,21
太緊,21
數位,21
記憶,21
覆蓋,21
子女,21
概念,21
勤點,21
沒像,21
失去,21
要用,21
當中,21
入睡,21
四,21
先上,21
加強,21
沒配,21
出乎意料,21
給人,21
查詢,21
著護,21
葉,21
強光,21
七次,21
瘋狂,21
只悔,21
注重,21
業,21
深棕色,21
真差,21
晃,21
R5L50,21
難怪,21
接,21
破壞,21
文件,21
女人,21
交代,21
淺色,21
溫度,21
珍惜,21
交流,21
動手術,21
斑比,21
發展,21
腦袋,21
播放,21
廚房,21
這輩子,21
還決定,21
缺乏,21
祕,21
返家,21
煩,21
社群,21
術台,21
謝,21
綁,21
叫車,21
惡化,21
扯,21
太好,21
睿,21
週回,21
時覺,21
短短,21
酸痛,21
最想,21
微生物,21
言行,21
喜好,21
podcst,21
眼周,21
其它,21
檢舉,21
注視,21
再換,21
急,21
日前,21
他人,21
文化,21
規劃,21
R75L5,20
六,20
最低,20
配好,20
Ｑ,20
美美,20
超音波,20
下雨天,20
林丕容,20
開放,20
多項,20
波波,20
問診,20
西,20
盒子,20
詢評,20
ptt,20
瓶,20
況,20
宣布,20
食品,20
閉上,20
台中大學,20
人們,20
產,20
爽,20
水平,20
網上,20
看綠點,20
部份,20
這天,20
錯覺,20
反光,20
多只,20
這筆,20
小林,20
前提,20
交換,20
睜眼,20
無聊,20
沒過,20
公告,20
徵求,20
添加,20
桌上,20
診時,20
暑假,20
環節,20
所術,20
件,20
標,20
純,20
診所給,20
來點,20
勸,20
趨勢,20
芙,20
還擔,20
地上,20
打折,20
事實,20
前評,20
相反,20
周,20
轉動,20
照射,20
這陣子,20
處置,20
年輕,20
猶豫要,20
還先,20
前度數,20
87,20
時時,20
取代,20
整副,20
過術,20
出院,20
天水,20
天真,20
哥哥,20
一大堆,20
太小,20
自介紹,20
MAX,20
狂,20
平板,20
感看,20
水及,20
真用,20
紘,20
外套,20
還帶,20
生病,20
霸凌,20
棘,20
底,20
焦距,20
出席,20
六年,20
毛巾,20
猜,20
水分,20
掉落,20
手上,20
新人,20
費,20
內信,20
外乎,20
自主,20
巧克,20
弟弟,20
醫師莊,20
微笑,20
量度,20
買到,20
柔,20
Deesse,20
╴,20
中年,20
白白,20
退掉,20
用意,20
樓,20
午餐,20
縣,20
整,20
店裡,20
感過,20
慢,19
粉紅,19
呼吸,19
手術念頭,19
粗,19
沒問,19
各家,19
傾向,19
偏偏,19
王孟祺,19
手邊,19
極光,19
疲倦,19
氣,19
Ｔ,19
課程,19
過現,19
pro,19
動刀,19
慧雯大學,19
性別,19
從小學,19
力,19
公益,19
波長,19
助理,19
出手,19
偏好,19
融化,19
實驗,19
大神,19
連假,19
感點,19
呈現,19
限量,19
Owndys,19
大廠,19
文發現,19
分店,19
外籍,19
衛福部,19
可能性,19
薄鋼,19
一塊,19
去過,19
戴型,19
裝,19
拋棄式,19
下方,19
陌生,19
這一,19
荷包,19
洗手,19
請務必,19
半,19
男女,19
老化,19
僅,19
接送,19
RLPrtII,19
油脂,19
指導,19
偶然,19
反映,19
uM,19
水腫,19
時刻,19
人術,19
抽血,19
車,19
公車,19
油,19
否能,19
外圍,19
唉,19
驚喜,19
還恢,19
聚餐,19
假設,19
碰撞,19
本站,19
早餐,19
各自,19
口味,19
重獲,19
政治,19
5mm,19
付,19
58,19
採用,19
還因,19
幫檢查,19
開銷,19
鴻,19
戴覺,19
實際上,19
紀念,19
新莊,19
近日,19
開啟,19
單看,19
R50L75,19
好容易,19
人士,19
蜜,19
趴,19
健身房,19
數量,19
%,19
戴日,19
一勞永逸,19
繳費,19
隨,19
顏戴,19
磨,19
巨大,19
勁,19
深灰,19
還被,19
拔下,19
法律,19
身分,19
興奮,19
完要,19
百貨,18
美麗康,18
呢喃,18
文看,18
截至,18
真點,18
診所術,18
拋月,18
吃掉,18
六個,18
常用,18
一口,18
失望,18
詐騙,18
租金,18
吐,18
集中,18
玫瑰,18
雙面,18
看得出,18
王院,18
反,18
熱食,18
度過,18
抽獎,18
嚴格,18
睡著,18
生產,18
如今,18
當晚,18
鬧,18
迷濛,18
成像,18
光點,18
差距,18
替,18
這罐,18
回應,18
拒絕,18
護眼,18
轉換,18
54,18
法國,18
比術,18
學校,18
染色,18
玻璃珠,18
排斥,18
加速,18
遮,18
一雙,18
評,18
第四,18
銀行,18
診斷,18
換上,18
即時,18
獨立,18
作答,18
週期,18
條文請,18
顏,18
上下班,18
進度,18
適當,18
原期,18
挑戰,18
位,18
遲,18
彈性,18
高低,18
買來,18
林于,18
回歸,18
剝離,18
用電腦,18
6mm,18
得出,18
先到,18
√,18
現代,18
瞳孔放大,18
壓痕,18
最貴,18
生水,18
肉,18
究竟,18
006,18
遵守,18
好術,18
戳,18
雙北,18
成長,18
看電視,18
分成,18
建議術,18
ID,18
健身,18
跟前,18
優惠券,18
套,18
閃爍,18
推推,18
點完,18
蜜緹,18
確,18
起初,18
自用,18
連續,18
過長,18
雷,18
臨時,18
最常,18
950,18
開燈,18
上台,18
雙週,18
二手,18
Flnmy,18
合照,18
炫光輕,18
憑,18
信術,18
要來,18
甜食,18
燻,18
追劇,18
感比,18
還行,18
K,18
他家,18
冷氣房,18
透氧度,18
浴室,18
簡直,18
夾出,18
沒錢,18
行李,18
摩擦,18
驚艷,18
底色,18
期望,18
物體,18
香港,18
owndys,18
可用,18
眼過度,18
禮貌,18
空,18
開眼,18
本次,18
護目,18
半月,18
沒戴過,17
排除,17
0mm,17
姊妹,17
共同,17
抗日,17
號稱,17
竹北,17
AI,17
自然光,17
平價,17
綠點點,17
第三周,17
PS,17
重視,17
第一件,17
去諮詢,17
借,17
菸,17
之中,17
幾位,17
操刀,17
咖,17
公務員,17
％,17
＆,17
近物,17
彼此,17
疲憊,17
軟體,17
UV400,17
原狀況,17
眼瞼,17
完到,17
適症,17
擔任,17
問醫生,17
台中大,17
心安,17
詢到,17
寶雅,17
琉光,17
收看,17
四次,17
一百,17
澄,17
暫停,17
持久,17
00%,17
］,17
總算,17
住家,17
肉眼,17
捨,17
亮光,17
招牌,17
重水,17
視力值,17
假性,17
支付,17
面前,17
越南,17
鏡頭,17
可行,17
私訊,17
875,17
進到,17
沒近視,17
眼鏡還,17
哪間,17
太高,17
電子,17
覺時,17
申訴,17
座位,17
大使,17
外型,17
休養,17
框架,17
公布,17
還比,17
一同,17
地面,17
度散,17
裸眼,17
兩眼視,17
印度,17
無邊,17
辨識,17
當成,17
6000,17
人情,17
亮度,17
盲區,17
部,17
人數,17
R050L050,17
當地,17
總體,17
存片,17
覺點,17
耳,17
記拔,17
坑,17
換鏡片,17
專業且,17
整好,17
規則,17
理論,17
進而,17
幼稚,17
反倒,17
hoy,17
選用,17
按時點,17
夢,17
眼乾,17
以內,17
每周,17
熟悉,17
pp,17
帥哥,17
兩三個,17
踏出,17
出生,17
額外,17
多花,17
親朋,17
貼合,17
展示,17
城市,17
眼鏡鏡,17
這什麼,17
珊瑚,17
從頭,17
北部,17
睛,17
三十,17
遲遲,17
lindberg,17
保健食品,17
翻,17
加購,17
飯店,17
行情,17
戴隱,17
濛濛,17
少數,17
完檢查,17
膠帶,17
原文,17
第一周,17
感已,17
0409,17
車燈,17
無辜,17
紅,17
名單,17
進行術,17
R75L00,17
RL5,17
VIA,17
信合美,17
區域,17
汙,17
得點,17
還感覺,17
抹,17
子,17
忽然,17
參與,17
高一,17
澡,17
二修,17
生育,17
生小孩,17
真滿,17
通勤,17
無痛,17
［,16
板材,16
務,16
4000,16
載,16
鼻梁,16
看得,16
能能,16
枕,16
色差,16
這支,16
人蠻,16
焦味,16
稍稍,16
幾點,16
真像,16
兩色,16
聚,16
原料,16
光光,16
nick,16
真想,16
愉快,16
承受,16
飲,16
坐車,16
那位,16
迴,16
眨眼睛,16
機能,16
痛到,16
強度,16
上限,16
功效,16
看久,16
敷,16
請教,16
話題,16
親自,16
打消,16
一開,16
實現,16
上來,16
沒太多,16
公定,16
小孩子,16
新世界,16
清澈,16
打哈欠,16
備用,16
粧,16
力量,16
脆弱,16
穿著,16
幾小時,16
RL6,16
膜片,16
驟,16
異常,16
新月,16
現看,16
真難,16
滑雪,16
醫生用,16
證明,16
蘇醫師,16
特定,16
氣勢,16
眼鏡族,16
沒要,16
停產,16
男人,16
取件,16
以防,16
忍耐,16
沙發,16
早起,16
排,16
一下下,16
新加坡,16
年度,16
咪,16
阻隔,16
基礎,16
誇,16
術個,16
鏡面,16
請益,16
歪掉,16
計程,16
現手術,16
移除,16
好好看,16
提及,16
尚未,16
通透,16
限,16
離家近,16
LINE,16
真多,16
必備,16
感及,16
哈,16
廠牌,16
徐浩恩,16
yoknnPTT,16
看路,16
090,16
相見,16
位子,16
0405,16
超薄,16
樂,16
還問,16
明書,16
之所以,16
包色,16
顯著,16
包包,16
隱型,16
灣,16
一下眼,16
為主,16
再給,16
球面,16
過因,16
行驗,16
擔心術,16
最喜歡,16
感恩,16
搬,16
￣,16
版應,16
修補,16
防,16
問否,16
國內,16
縣市,16
勾,16
沒水霧,16
萱,16
多一些,16
記,16
包覆,16
大眾,16
分院,16
全身,16
酸酸,16
網頁,16
名稱,16
意願,16
R5L75,16
人心,16
時長,16
黑暗,16
牠,16
掰掰,16
眼鏡配,16
公開,16
順暢,16
閃亮,16
交易,16
領藥,16
實施,16
第天,16
結束術,16
感激,16
身心,16
刺刺,16
生物,16
感較,16
算清楚,16
眉毛,16
IDex,16
講得,16
打給,16
冰淇淋,16
那款,16
這牌,16
騷擾,16
脫窗,16
一付,16
經來,16
▲,16
耐,16
石灰,16
南部,16
超出,16
R00L75,16
關懷,16
先檢查,16
eliewups,16
5%,16
帽子,16
契機,16
配上,16
周末,16
紅綠燈,16
滿多,16
過夜,16
套用,16
四款,16
多寡,16
最還,16
產業,15
起跳,15
還一樣,15
沒明顯,15
